 ID, FPL Name, Player ID, Full Name, Team, Availability, Position, Current Price, Value Season, Cost Change from Start, Percentage Selected By, Transfers In, Transfers Out, Total Points,  Points Per Game, Minutes, Goals Scored, Assists, Clean Sheets, Goals Conceded, Own Goals, Penalties Saved, Penalties Missed, Yellow Cards, Red Cards, Saves, Bonus Points, Bonus Point System Score, Influence, Creativity, Threat,  ICT Index,
            437,        Adams,        200439,        Che Adams,Southamptom,Available,        4,        54,        3.3,        -6,        0.4,        26426,        83651,        18,        2.0,        465,        0,        1,        2,        7,        0,        0,        0,        0,        0,        0,        0,        31,        16.8,        77.0,        171.0,        25.6,    
            438,        Djenepo,        431131,        Moussa Djenepo,Southamptom,Available,        3,        52,        3.7,        -3,        0.1,        20826,        20790,        19,        3.8,        219,        2,        0,        1,        3,        0,        0,        0,        2,        0,        0,        3,        71,        97.6,        14.0,        68.0,        18.1,    
            485,        Hoedt,        167075,        Wesley Hoedt,Southamptom,Joined Antwerp on loan until the end of the season on 2/9. - Expected back 01 Jul,        2,        43,        0.0,        -2,        0.0,        598,        4121,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            486,        Cédric,        58822,        Cédric Soares,Southamptom,Available,        2,        48,        2.1,        -2,        0.2,        6160,        18355,        10,        2.5,        315,        0,        0,        1,        5,        0,        0,        0,        0,        0,        0,        0,        56,        71.6,        55.9,        16.0,        14.4,    
            508,        Boufal,        128198,        Sofiane Boufal,Southamptom,Available,        3,        55,        4.0,        0,        0.1,        13111,        12995,        22,        2.4,        426,        0,        3,        1,        9,        0,        0,        0,        1,        0,        0,        0,        63,        99.4,        105.1,        158.0,        36.2,    
            532,        Danso,        135720,        Kevin Danso,Southamptom,Available,        2,        43,        2.1,        -2,        0.0,        2572,        2402,        9,        1.5,        275,        0,        1,        1,        8,        0,        0,        0,        0,        1,        0,        0,        46,        58.4,        26.0,        6.0,        8.9,    
            535,        N'Lundulu,        200088,        Daniel N'Lundulu,Southamptom,Available,        4,        45,        0.0,        0,        0.1,        8174,        5432,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            548,        Lewis,        198044,        Harry Lewis,Southamptom,Available,        1,        40,        0.0,        0,        0.1,        5314,        1551,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            329,        Davies,        115556,        Ben Davies,Tottenham Hotspur,Available,        2,        54,        1.3,        -1,        0.2,        6430,        10873,        7,        1.4,        286,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        32,        50.4,        29.7,        12.0,        9.0,    
            330,        Vertonghen,        39194,        Jan Vertonghen,Tottenham Hotspur,Hamstring injury - Expected back 23 Nov,        2,        52,        2.3,        -3,        1.5,        51627,        187767,        12,        2.0,        540,        0,        0,        1,        9,        0,        0,        0,        1,        0,        0,        0,        95,        111.2,        7.1,        4.0,        12.4,    
            331,        Alderweireld,        55605,        Toby Alderweireld,Tottenham Hotspur,Available,        2,        54,        4.6,        -1,        5.5,        222750,        369460,        25,        2.3,        990,        0,        1,        1,        16,        0,        0,        0,        0,        0,        0,        1,        184,        274.4,        92.0,        39.0,        40.6,    
            332,        Rose,        38290,        Danny Rose,Tottenham Hotspur,Available,        2,        54,        2.4,        -1,        1.6,        92237,        173966,        13,        1.4,        792,        0,        0,        1,        12,        0,        0,        0,        5,        0,        0,        0,        121,        158.0,        172.3,        36.0,        36.7,    
            333,        Sánchez,        173904,        Davinson Sánchez,Tottenham Hotspur,Available,        2,        53,        1.9,        -2,        0.9,        21375,        55109,        10,        1.2,        675,        0,        0,        0,        11,        0,        0,        0,        2,        0,        0,        0,        108,        142.2,        16.3,        23.0,        18.2,    
            334,        Trippier,        77794,        Kieran Trippier,Tottenham Hotspur,Joined Atletico Madrid on a permanent deal on 17/7,        2,        55,        0.0,        0,        0.1,        874,        14105,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            335,        Foyth,        234908,        Juan Foyth,Tottenham Hotspur,Available,        2,        49,        0.2,        -1,        0.0,        1485,        1863,        1,        0.5,        20,        0,        0,        0,        2,        0,        0,        0,        1,        0,        0,        0,        6,        16.2,        12.1,        0.0,        2.8,    
            336,        Aurier,        80226,        Serge Aurier,Tottenham Hotspur,Available,        2,        48,        6.0,        -2,        1.9,        299198,        207178,        29,        4.1,        555,        0,        2,        2,        7,        0,        0,        0,        0,        1,        0,        7,        132,        118.2,        133.7,        63.0,        31.4,    
            337,        Walker-Peters,        158534,        Kyle Walker-Peters,Tottenham Hotspur,Available,        2,        46,        1.1,        -4,        0.7,        93268,        286824,        5,        1.7,        241,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        44,        54.4,        42.5,        18.0,        11.6,    
            338,        Kane,        78830,        Harry Kane,Tottenham Hotspur,Available,        4,        108,        5.3,        -2,        15.1,        843764,        1753844,        57,        5.2,        984,        6,        1,        1,        16,        0,        0,        0,        0,        0,        0,        8,        186,        259.8,        116.6,        361.0,        73.7,    
            339,        Janssen,        165990,        Vincent Janssen,Tottenham Hotspur,Joined Monterrey on a permanent deal on 23/7,        4,        45,        0.0,        0,        0.1,        2348,        7737,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            340,        Lloris,        37915,        Hugo Lloris,Tottenham Hotspur,Arm injury - Unknown return date,        1,        53,        4.3,        -2,        4.0,        217637,        590489,        23,        3.3,        548,        0,        0,        1,        8,        0,        0,        0,        0,        0,        30,        0,        123,        206.0,        0.0,        0.0,        20.6,    
            341,        Gazzaniga,        102884,        Paulo Gazzaniga,Tottenham Hotspur,Available,        1,        45,        4.2,        0,        3.0,        205040,        28016,        19,        3.2,        532,        0,        0,        0,        9,        0,        0,        0,        0,        0,        26,        3,        110,        193.4,        10.0,        0.0,        20.4,    
            342,        Son,        85971,        Heung-Min Son,Tottenham Hotspur,Available,        3,        96,        5.3,        1,        7.6,        1150418,        800088,        51,        5.1,        786,        3,        5,        1,        13,        0,        0,        0,        0,        1,        0,        4,        146,        233.8,        198.2,        399.0,        83.1,    
            343,        Eriksen,        80607,        Christian Eriksen,Tottenham Hotspur,Available,        3,        87,        3.0,        -3,        3.1,        116627,        375360,        26,        2.6,        692,        1,        1,        1,        12,        0,        0,        0,        3,        0,        0,        3,        107,        130.4,        203.3,        124.0,        45.5,    
            344,        Alli,        108823,        Bamidele Alli,Tottenham Hotspur,Available,        3,        84,        2.6,        -1,        0.9,        49158,        45514,        22,        4.4,        371,        2,        0,        1,        5,        0,        0,        0,        1,        0,        0,        3,        71,        118.6,        74.6,        70.0,        26.4,    
            345,        Lucas Moura,        95715,        Lucas Rodrigues Moura da Silva,Tottenham Hotspur,Available,        3,        70,        3.1,        -5,        3.5,        262053,        756549,        22,        2.2,        402,        1,        1,        0,        4,        0,        0,        0,        0,        0,        0,        0,        73,        97.8,        77.1,        201.0,        37.2,    
            346,        Lamela,        62974,        Erik Lamela,Tottenham Hotspur,Hamstring injury - Unknown return date,        3,        58,        5.5,        -2,        1.6,        477247,        468437,        32,        3.6,        602,        2,        2,        1,        9,        0,        0,        0,        2,        0,        0,        2,        130,        159.8,        202.5,        127.0,        49.0,    
            347,        Winks,        157668,        Harry Winks,Tottenham Hotspur,Available,        3,        53,        3.2,        -2,        0.3,        11186,        21320,        17,        1.5,        766,        0,        0,        1,        13,        0,        0,        0,        3,        0,        0,        0,        126,        150.6,        135.0,        34.0,        31.9,    
            348,        Wanyama,        54756,        Victor Wanyama,Tottenham Hotspur,Available,        3,        48,        0.2,        -2,        0.1,        3659,        5872,        1,        0.5,        24,        0,        0,        0,        2,        0,        0,        0,        1,        0,        0,        0,        5,        1.2,        0.9,        0.0,        0.2,    
            349,        Sissoko,        45268,        Moussa Sissoko,Tottenham Hotspur,Available,        3,        49,        5.3,        -1,        1.8,        146762,        176759,        26,        2.2,        1056,        0,        1,        2,        15,        0,        0,        0,        3,        0,        0,        0,        149,        111.2,        128.7,        76.0,        31.6,    
            350,        Dier,        93264,        Eric Dier,Tottenham Hotspur,Available,        3,        49,        0.6,        -1,        0.2,        6193,        12240,        3,        1.0,        192,        0,        0,        0,        4,        0,        0,        0,        2,        0,        0,        0,        14,        36.4,        14.5,        19.0,        7.0,    
            351,        Amos,        168764,        Luke Amos,Tottenham Hotspur,Joined QPR on loan until the end of the season on 1/7. - Expected back 01 Jul,        3,        45,        0.0,        0,        0.0,        584,        880,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            352,        Skipp,        209042,        Oliver Skipp,Tottenham Hotspur,Available,        3,        44,        0.5,        -1,        0.5,        21137,        27773,        2,        1.0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        6,        5.0,        0.2,        0.0,        0.5,    
            442,        Ndombele,        231372,        Tanguy Ndombele,Tottenham Hotspur,Available,        3,        59,        4.9,        -1,        3.2,        574231,        752411,        29,        2.9,        574,        2,        1,        1,        9,        0,        0,        0,        2,        0,        0,        2,        122,        185.2,        110.9,        100.0,        39.7,    
            509,        Parrott,        447235,        Troy Parrott,Tottenham Hotspur,Available,        4,        44,        0.0,        -1,        0.9,        63783,        70866,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            523,        Lo Celso,        200826,        Giovani Lo Celso,Tottenham Hotspur,Available,        3,        73,        1.0,        -2,        0.3,        9440,        37713,        7,        1.2,        153,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        29,        23.4,        58.0,        16.0,        9.8,    
            524,        Sessegnon,        184349,        Ryan Sessegnon,Tottenham Hotspur,Available,        3,        54,        0.2,        -1,        0.1,        1400,        16224,        1,        1.0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        2.0,        0.0,        0.0,        0.2,    
            527,        Nkoudou,        168566,        Georges-Kévin Nkoudou,Tottenham Hotspur,Joined Besiktas on a permanent deal on 22/8,        3,        50,        0.2,        0,        0.0,        1609,        2324,        1,        1.0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0.0,        0.0,        18.0,        1.8,    
            543,        Whiteman,        175941,        Alfie Whiteman,Tottenham Hotspur,Available,        1,        40,        0.0,        0,        0.4,        24067,        6530,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            555,        Vorm,        39215,        Michel Vorm,Tottenham Hotspur,Available,        1,        44,        0.0,        -1,        0.0,        2387,        1512,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            558,        Austin,        214572,        Brandon Austin,Tottenham Hotspur,Available,        1,        40,        0.0,        0,        0.1,        3873,        832,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            353,        Holebas,        40868,        José Holebas,Watford,Available,        2,        47,        2.8,        -3,        1.1,        15167,        207510,        13,        1.4,        794,        0,        0,        2,        20,        0,        0,        0,        5,        0,        0,        0,        123,        139.2,        162.7,        39.0,        34.0,    
            354,        Kabasele,        85624,        Christian Kabasele,Watford,Suspended until 30 Nov,        2,        43,        4.9,        -2,        0.2,        6700,        11133,        21,        3.0,        604,        0,        0,        3,        6,        0,        0,        0,        1,        1,        0,        1,        111,        147.0,        2.3,        10.0,        16.0,    
            355,        Masina,        155651,        Adam Masina,Watford,Available,        2,        43,        1.6,        -2,        0.1,        723,        3028,        7,        2.3,        164,        0,        0,        1,        2,        0,        0,        0,        1,        0,        0,        0,        23,        20.8,        22.5,        5.0,        4.9,    
            356,        Mariappa,        20145,        Adrian Mariappa,Watford,Available,        2,        42,        0.0,        -3,        0.1,        1762,        10061,        0,        0.0,        180,        0,        0,        0,        9,        0,        0,        0,        1,        0,        0,        0,        28,        28.4,        0.4,        4.0,        3.3,    
            357,        Kiko Femenía,        54484,        Francisco Femenía Far,Watford,Available,        2,        42,        1.0,        -3,        0.3,        14102,        45672,        4,        0.5,        574,        0,        0,        0,        19,        0,        0,        0,        3,        0,        0,        0,        71,        90.8,        138.9,        25.0,        25.6,    
            358,        Cathcart,        41338,        Craig Cathcart,Watford,Available,        2,        44,        6.4,        -1,        1.4,        14427,        185987,        28,        2.8,        829,        0,        0,        3,        12,        0,        0,        0,        1,        0,        0,        1,        150,        147.4,        4.9,        6.0,        15.9,    
            359,        Janmaat,        52940,        Daryl Janmaat,Watford,Available,        2,        44,        8.4,        -1,        2.0,        127508,        37448,        36,        4.5,        606,        0,        1,        4,        5,        1,        0,        0,        1,        0,        0,        7,        148,        116.0,        108.4,        46.0,        27.1,    
            360,        Navarro,        220166,        Marc Navarro,Watford,Joined Leganes on loan until the end of the season on 25/7. - Expected back 01 Jul,        2,        39,        0.0,        -1,        0.4,        31794,        14407,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            361,        Prödl,        41945,        Sebastian Prödl,Watford,Available,        2,        40,        0.2,        0,        1.5,        47817,        68119,        1,        1.0,        56,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        1.8,        0.1,        8.0,        1.0,    
            362,        Deeney,        41725,        Troy Deeney,Watford,Available,        4,        62,        0.6,        -3,        0.5,        16461,        172105,        4,        2.0,        180,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        11,        16.6,        27.3,        46.0,        9.0,    
            363,        Deulofeu,        94924,        Gerard Deulofeu,Watford,Available,        4,        61,        6.2,        -4,        2.4,        131872,        348801,        38,        3.2,        781,        2,        2,        2,        18,        0,        0,        0,        2,        0,        0,        6,        138,        201.2,        244.1,        384.0,        82.7,    
            364,        Gray,        73426,        Andre Gray,Watford,Available,        4,        57,        4.4,        -3,        0.4,        34318,        62693,        25,        2.3,        577,        2,        0,        0,        11,        0,        0,        0,        0,        0,        0,        2,        91,        96.8,        110.7,        228.0,        43.2,    
            365,        Success,        173514,        Isaac Success Ajayi,Watford,Available,        4,        48,        0.4,        -2,        0.4,        16067,        49332,        2,        1.0,        34,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        5,        5.2,        12.3,        17.0,        3.5,    
            366,        Foster,        9089,        Ben Foster,Watford,Available,        1,        48,        9.6,        -2,        2.1,        57494,        107411,        46,        3.8,        1080,        0,        0,        3,        23,        0,        0,        0,        0,        0,        41,        10,        223,        302.0,        10.0,        17.0,        33.0,    
            367,        Dahlberg,        206882,        Pontus Dahlberg,Watford,Available,        1,        44,        0.0,        -1,        0.1,        984,        4588,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            368,        Doucouré,        121599,        Abdoulaye Doucouré,Watford,Available,        3,        57,        5.3,        -3,        1.1,        26061,        164531,        30,        2.5,        1060,        1,        0,        3,        23,        1,        0,        0,        2,        0,        0,        2,        162,        189.8,        196.1,        231.0,        61.8,    
            369,        Pereyra,        61566,        Roberto Pereyra,Watford,Hamstring injury - 75% chance of playing,        3,        56,        3.9,        -4,        0.8,        21916,        221769,        22,        2.0,        737,        1,        0,        3,        10,        0,        0,        0,        3,        0,        0,        0,        70,        101.2,        163.5,        178.0,        44.3,    
            370,        Hughes,        108413,        Will Hughes,Watford,Available,        3,        55,        5.1,        0,        0.5,        60875,        55085,        28,        2.8,        618,        1,        1,        2,        17,        0,        0,        0,        2,        0,        0,        3,        87,        133.4,        119.0,        91.0,        34.3,    
            371,        Cleverley,        43250,        Tom Cleverley,Watford,Heel Injury - Unknown return date,        3,        49,        4.9,        -1,        0.2,        20999,        20904,        24,        2.7,        645,        1,        0,        1,        17,        0,        0,        0,        0,        0,        0,        2,        120,        121.4,        178.8,        174.0,        47.5,    
            372,        Sema,        157775,        Ken Sema,Watford,Joined Udinese on loan until the end of the season on 22/8. - Expected back 01 Jul,        3,        48,        0.0,        -2,        0.0,        338,        2654,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            373,        Capoue,        38439,        Etienne Capoue,Watford,Available,        3,        48,        2.7,        -2,        0.3,        11810,        54616,        13,        1.9,        622,        0,        0,        1,        19,        0,        0,        0,        2,        0,        0,        0,        88,        92.6,        40.7,        21.0,        15.5,    
            374,        Chalobah,        89085,        Nathaniel Chalobah,Watford,Available,        3,        44,        1.4,        -1,        0.2,        9884,        13203,        6,        1.5,        231,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        32,        39.8,        26.2,        16.0,        8.2,    
            375,        Quina,        216058,        Domingos Quina,Watford,Groin Injury - 50% chance of playing,        3,        44,        0.2,        -1,        0.1,        5506,        7808,        1,        1.0,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0.0,        0.2,        0.0,        0.0,    
            439,        Dawson,        60232,        Craig Dawson,Watford,Available,        2,        48,        4.0,        -2,        0.2,        5406,        13606,        19,        1.6,        1023,        0,        0,        2,        23,        0,        0,        0,        3,        0,        0,        0,        153,        240.2,        3.7,        143.0,        38.7,    
            512,        Welbeck,        50175,        Danny Welbeck,Watford,Hamstring injury - Unknown return date,        4,        58,        1.2,        -2,        0.1,        10429,        17610,        7,        1.4,        208,        0,        0,        1,        2,        0,        0,        0,        0,        0,        0,        0,        13,        23.6,        27.6,        72.0,        12.2,    
            513,        Gomes,        18656,        Heurelho da Silva Gomes,Watford,Available,        1,        44,        0.0,        -1,        0.2,        3459,        6914,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            525,        Sarr,        232185,        Ismaïla Sarr,Watford,Ankle injury - 75% chance of playing,        3,        62,        1.0,        -3,        0.1,        5808,        25408,        6,        1.2,        166,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        10,        4.0,        31.5,        38.0,        7.3,    
            542,        Foulquier,        96767,        Dimitri Foulquier,Watford,Available,        2,        40,        0.0,        0,        0.2,        13442,        5993,        0,        0.0,        49,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        8,        4.8,        0.5,        0.0,        0.6,    
            376,        Cresswell,        55459,        Aaron Cresswell,West Ham United,Available,        2,        48,        5.4,        -2,        1.6,        175905,        105706,        26,        3.7,        623,        2,        0,        1,        15,        0,        0,        0,        1,        0,        0,        2,        101,        146.4,        34.0,        104.0,        28.5,    
            377,        Ogbonna,        40669,        Angelo Ogbonna,West Ham United,Available,        2,        45,        5.1,        0,        0.4,        21643,        21143,        23,        2.9,        720,        0,        0,        3,        8,        0,        0,        0,        2,        0,        0,        0,        133,        179.0,        13.8,        64.0,        25.6,    
            378,        Masuaku,        105717,        Arthur Masuaku,West Ham United,Available,        2,        44,        4.2,        -1,        0.6,        87507,        79015,        19,        3.8,        426,        0,        1,        2,        4,        0,        0,        0,        1,        1,        0,        3,        109,        124.6,        78.3,        14.0,        21.7,    
            379,        Zabaleta,        20658,        Pablo Zabaleta,West Ham United,Available,        2,        43,        1.4,        -2,        0.5,        10344,        31498,        6,        1.2,        198,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        38,        34.0,        18.3,        8.0,        6.1,    
            380,        Fredericks,        81012,        Ryan Fredericks,West Ham United,Available,        2,        45,        6.4,        0,        1.1,        106638,        61297,        29,        2.6,        907,        0,        1,        3,        16,        0,        0,        0,        3,        0,        0,        2,        161,        175.0,        141.3,        44.0,        36.1,    
            381,        Diop,        219924,        Issa Diop,West Ham United,Available,        2,        45,        6.0,        0,        4.0,        229140,        218452,        27,        2.2,        1080,        0,        0,        3,        20,        0,        0,        0,        4,        0,        0,        2,        173,        181.2,        18.7,        91.0,        29.1,    
            382,        Balbuena,        166640,        Fabián Balbuena,West Ham United,Available,        2,        43,        2.1,        -2,        0.3,        5651,        19904,        9,        1.8,        361,        1,        0,        0,        12,        0,        0,        0,        2,        0,        0,        0,        48,        80.0,        3.3,        87.0,        17.0,    
            383,        Reid,        48717,        Winston Reid,West Ham United,Available,        2,        39,        0.0,        -1,        3.8,        136190,        216511,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            384,        Johnson,        222018,        Ben Johnson,West Ham United,Available,        2,        40,        0.0,        0,        1.4,        54642,        58268,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            385,        Arnautovic,        41464,        Marko Arnautovic,West Ham United,Joined Shanghai SIPG on a permanent deal on 7/7,        4,        70,        0.0,        0,        0.1,        783,        6986,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            386,        Chicharito,        43020,        Javier Hernández Balcázar,West Ham United,Joined Sevilla on a permanent deal on 2/9,        4,        60,        1.5,        0,        0.4,        86772,        139732,        9,        4.5,        106,        1,        0,        0,        4,        0,        0,        0,        0,        0,        0,        2,        27,        35.6,        2.2,        39.0,        7.7,    
            387,        Xande Silva,        209925,        Alexandre Nascimento Costa Silva,West Ham United,Abdominal injury - Unknown return date,        4,        44,        0.0,        -1,        1.1,        58258,        131399,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            388,        Fabianski,        37096,        Lukasz Fabianski,West Ham United,Hip injury - Expected back 01 Jan,        1,        49,        6.5,        -1,        2.5,        231572,        410801,        32,        4.6,        573,        0,        0,        3,        8,        0,        0,        0,        0,        0,        20,        4,        135,        145.8,        0.0,        0.0,        14.5,    
            389,        Antonio,        57531,        Michail Antonio,West Ham United,Hamstring injury - 50% chance of playing,        3,        69,        0.9,        -1,        0.7,        5393,        62696,        6,        2.0,        125,        0,        1,        0,        2,        0,        0,        0,        0,        0,        0,        0,        10,        21.4,        28.1,        112.0,        16.2,    
            390,        Felipe Anderson,        101537,        Felipe Anderson Pereira Gomes,West Ham United,Available,        3,        68,        4.7,        -2,        3.7,        133208,        440574,        32,        2.9,        801,        0,        3,        4,        14,        0,        0,        0,        1,        0,        0,        0,        161,        213.2,        260.3,        277.0,        75.1,    
            391,        Lanzini,        86934,        Manuel Lanzini,West Ham United,Shoulder injury - Unknown return date,        3,        63,        5.1,        -2,        1.1,        253675,        275086,        32,        2.9,        730,        0,        3,        2,        12,        0,        0,        0,        0,        0,        0,        3,        160,        150.0,        305.8,        137.0,        59.2,    
            392,        Yarmolenko,        56377,        Andriy Yarmolenko,West Ham United,Available,        3,        60,        7.7,        0,        4.8,        585422,        283000,        46,        4.2,        703,        3,        1,        3,        10,        0,        0,        0,        1,        0,        0,        8,        151,        187.4,        205.4,        224.0,        61.7,    
            393,        Snodgrass,        18987,        Robert Snodgrass,West Ham United,Available,        3,        52,        4.6,        -3,        0.4,        19730,        16196,        24,        3.4,        409,        2,        0,        0,        11,        0,        0,        0,        1,        0,        0,        4,        85,        117.4,        161.3,        117.0,        39.6,    
            394,        Wilshere,        54102,        Jack Wilshere,West Ham United,Groin Injury - 50% chance of playing,        3,        47,        1.3,        -3,        0.3,        8365,        30272,        6,        1.0,        174,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        14,        5.0,        6.5,        4.0,        1.4,    
            395,        Rice,        204480,        Declan Rice,West Ham United,Available,        3,        48,        5.2,        -2,        1.6,        46033,        116966,        25,        2.1,        1080,        0,        0,        3,        20,        0,        0,        0,        2,        0,        0,        0,        171,        175.6,        73.1,        39.0,        28.7,    
            396,        Noble,        18073,        Mark Noble,West Ham United,Ankle sprain - 75% chance of playing,        3,        50,        5.8,        0,        0.7,        83778,        68192,        29,        2.9,        732,        1,        1,        3,        10,        0,        0,        0,        2,        0,        0,        2,        113,        89.8,        89.1,        80.0,        25.9,    
            397,        Carlos Sánchez,        42824,        Carlos Sánchez,West Ham United,Available,        3,        44,        0.7,        -1,        0.3,        16103,        22325,        3,        1.0,        14,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        9,        1.2,        1.4,        0.0,        0.2,    
            398,        Diangana,        179830,        Grady Diangana,West Ham United,Joined West Bromwich Albion on loan until the end of the season on 8/8. - Expected back 01 Jul,        3,        44,        0.0,        -1,        0.1,        6335,        8587,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            399,        Fornals,        217593,        Pablo Fornals,West Ham United,Available,        3,        60,        2.8,        -5,        0.3,        4913,        47171,        17,        1.5,        478,        0,        0,        1,        12,        0,        0,        0,        0,        0,        0,        0,        65,        47.4,        101.0,        112.0,        26.1,    
            400,        Obiang,        59779,        Pedro Obiang,West Ham United,Joined Sassuolo on a permanent deal on 25/7,        3,        45,        0.0,        0,        0.0,        1507,        4584,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            450,        Roberto,        40694,        Roberto Jimenez Gago,West Ham United,Available,        1,        44,        3.4,        -1,        0.9,        58015,        23361,        15,        2.5,        506,        0,        0,        0,        12,        1,        0,        0,        0,        0,        31,        1,        106,        194.4,        0.0,        0.0,        19.4,    
            457,        Haller,        103123,        Sébastien Haller,West Ham United,Available,        4,        72,        6.6,        -3,        3.7,        528847,        560981,        48,        4.4,        990,        4,        2,        3,        19,        0,        0,        0,        1,        0,        0,        5,        176,        236.0,        169.6,        510.0,        91.5,    
            514,        Ajeti,        181008,        Albian Ajeti,West Ham United,Available,        4,        58,        0.7,        -2,        0.0,        1609,        4126,        4,        1.0,        91,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        6,        3.0,        22.6,        6.0,        3.1,    
            553,        Martin,        19194,        David Martin,West Ham United,Available,        1,        40,        0.0,        0,        0.2,        13689,        2886,        0,        0.0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0.0,        0.0,        0.0,        0.0,    
            401,        Doherty,        87835,        Matt Doherty,Wolverhampton Wanderers,Available,        2,        60,        6.7,        0,        3.2,        149824,        192862,        40,        3.6,        707,        1,        2,        2,        8,        0,        0,        0,        0,        0,        0,        3,        132,        116.8,        68.6,        238.0,        42.4,    
            402,        Jonny,        114128,        Jonathan Castro Otto,Wolverhampton Wanderers,Available,        2,        54,        5.7,        -1,        1.0,        37064,        51044,        31,        2.8,        909,        1,        0,        2,        12,        0,        0,        0,        2,        0,        0,        0,        138,        186.6,        108.5,        126.0,        42.0,    
            403,        Coady,        94147,        Conor Coady,Wolverhampton Wanderers,Available,        2,        50,        6.4,        0,        1.5,        52964,        61716,        32,        2.7,        1080,        0,        0,        3,        15,        0,        0,        0,        2,        0,        0,        1,        179,        180.0,        22.1,        0.0,        20.2,    
            404,        Bennett,        41727,        Ryan Bennett,Wolverhampton Wanderers,Available,        2,        49,        3.5,        -1,        0.3,        13448,        34951,        17,        2.4,        458,        0,        0,        2,        6,        0,        0,        0,        2,        0,        0,        0,        87,        93.6,        32.6,        14.0,        14.0,    
